Time,VAV_1:DesPer 1:Des Heat Mass Flow [kg/s],VAV_1:DesPer 1:Des Heat Cap [W],VAV_1:DesPer 1:Des Cool Mass Flow [kg/s],VAV_1:DesPer 1:Des Sens Cool Cap [W],VAV_1:DesPer 1:Des Tot Cool Cap [W],VAV_1:DesPer 2:Des Heat Mass Flow [kg/s],VAV_1:DesPer 2:Des Heat Cap [W],VAV_1:DesPer 2:Des Cool Mass Flow [kg/s],VAV_1:DesPer 2:Des Sens Cool Cap [W],VAV_1:DesPer 2:Des Tot Cool Cap [W],VAV_2:DesPer 1:Des Heat Mass Flow [kg/s],VAV_2:DesPer 1:Des Heat Cap [W],VAV_2:DesPer 1:Des Cool Mass Flow [kg/s],VAV_2:DesPer 1:Des Sens Cool Cap [W],VAV_2:DesPer 1:Des Tot Cool Cap [W],VAV_2:DesPer 2:Des Heat Mass Flow [kg/s],VAV_2:DesPer 2:Des Heat Cap [W],VAV_2:DesPer 2:Des Cool Mass Flow [kg/s],VAV_2:DesPer 2:Des Sens Cool Cap [W],VAV_2:DesPer 2:Des Tot Cool Cap [W],VAV_3:DesPer 1:Des Heat Mass Flow [kg/s],VAV_3:DesPer 1:Des Heat Cap [W],VAV_3:DesPer 1:Des Cool Mass Flow [kg/s],VAV_3:DesPer 1:Des Sens Cool Cap [W],VAV_3:DesPer 1:Des Tot Cool Cap [W],VAV_3:DesPer 2:Des Heat Mass Flow [kg/s],VAV_3:DesPer 2:Des Heat Cap [W],VAV_3:DesPer 2:Des Cool Mass Flow [kg/s],VAV_3:DesPer 2:Des Sens Cool Cap [W],VAV_3:DesPer 2:Des Tot Cool Cap [W],VAV_4:DesPer 1:Des Heat Mass Flow [kg/s],VAV_4:DesPer 1:Des Heat Cap [W],VAV_4:DesPer 1:Des Cool Mass Flow [kg/s],VAV_4:DesPer 1:Des Sens Cool Cap [W],VAV_4:DesPer 1:Des Tot Cool Cap [W],VAV_4:DesPer 2:Des Heat Mass Flow [kg/s],VAV_4:DesPer 2:Des Heat Cap [W],VAV_4:DesPer 2:Des Cool Mass Flow [kg/s],VAV_4:DesPer 2:Des Sens Cool Cap [W],VAV_4:DesPer 2:Des Tot Cool Cap [W]
05:10:00,2.466931E-01,0.000000E+00,2.632729E+00,3.010034E+04,3.884314E+04,5.210413E-01,2.094826E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.538601E+00,1.755068E+04,2.348815E+04,5.812038E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.453368E+00,1.659898E+04,2.282126E+04,6.552884E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,1.892574E+00,2.152281E+04,2.834099E+04,6.646035E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
05:20:00,2.466931E-01,0.000000E+00,2.625619E+00,3.002967E+04,3.877100E+04,4.624068E-01,2.368577E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.531027E+00,1.747072E+04,2.340543E+04,4.867584E-01,1.343282E+02,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.445030E+00,1.651048E+04,2.272872E+04,5.452022E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,1.883521E+00,2.142658E+04,2.824093E+04,5.511651E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
05:30:00,2.466931E-01,0.000000E+00,2.618926E+00,2.996364E+04,3.870373E+04,4.037770E-01,2.579224E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.523961E+00,1.739641E+04,2.332890E+04,3.925157E-01,7.464090E+02,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.437237E+00,1.642806E+04,2.264294E+04,4.351296E-01,5.746532E+02,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,1.875186E+00,2.133837E+04,2.814976E+04,4.377361E-01,5.753406E+02,1.373048E-01,0.000000E+00,0.000000E+00
05:40:00,2.466931E-01,0.000000E+00,2.612606E+00,2.990179E+04,3.864078E+04,3.451519E-01,2.694641E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.517336E+00,1.732704E+04,2.325767E+04,2.982831E-01,1.246560E+03,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.429914E+00,1.635090E+04,2.256289E+04,3.253526E-01,1.194145E+03,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,1.867502E+00,2.125743E+04,2.806657E+04,3.292882E-01,1.198517E+03,1.373048E-01,0.000000E+00,0.000000E+00
05:50:00,2.466931E-01,0.000000E+00,2.606697E+00,2.984451E+04,3.858266E+04,2.872666E-01,2.360616E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.511206E+00,1.726319E+04,2.319253E+04,2.040605E-01,1.479878E+03,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.423122E+00,1.627966E+04,2.248949E+04,2.167025E-01,1.508280E+03,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,1.860550E+00,2.118465E+04,2.799253E+04,2.229215E-01,1.540470E+03,1.373048E-01,0.000000E+00,0.000000E+00
06:00:00,2.466931E-01,0.000000E+00,2.601200E+00,2.979185E+04,3.852945E+04,2.466931E-01,2.027203E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.505574E+00,1.720491E+04,2.313356E+04,1.301569E-01,1.069566E+03,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.416863E+00,1.621438E+04,2.242284E+04,1.301569E-01,1.069566E+03,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,1.854347E+00,2.112024E+04,2.792796E+04,1.373048E-01,1.128303E+03,1.373048E-01,0.000000E+00,0.000000E+00
06:10:00,2.466931E-01,0.000000E+00,2.593624E+00,2.973773E+04,3.847211E+04,2.466931E-01,2.027203E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.496874E+00,1.712385E+04,2.304435E+04,1.301569E-01,1.069566E+03,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.406956E+00,1.611984E+04,2.231641E+04,1.301569E-01,1.069566E+03,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,1.844278E+00,2.102478E+04,2.782003E+04,1.373048E-01,1.128303E+03,1.373048E-01,0.000000E+00,0.000000E+00
06:20:00,2.466931E-01,0.000000E+00,2.586459E+00,2.968819E+04,3.831707E+04,3.668776E-01,2.669296E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.488531E+00,1.704677E+04,2.286898E+04,3.404183E-01,1.062921E+03,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.397396E+00,1.602919E+04,2.211587E+04,3.776097E-01,9.493852E+02,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,1.834780E+00,2.093570E+04,2.757076E+04,3.928118E-01,8.899221E+02,1.373048E-01,0.000000E+00,0.000000E+00
06:30:00,2.466931E-01,0.000000E+00,2.579727E+00,2.964350E+04,3.812263E+04,3.668776E-01,2.670839E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.480582E+00,1.697411E+04,2.265122E+04,3.404183E-01,1.073317E+03,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.388222E+00,1.594284E+04,2.186866E+04,3.776097E-01,9.596171E+02,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,1.825892E+00,2.085343E+04,2.725825E+04,3.928118E-01,8.899120E+02,1.373048E-01,0.000000E+00,0.000000E+00
06:40:00,2.466931E-01,0.000000E+00,2.573503E+00,2.960451E+04,3.794255E+04,4.267525E-01,2.520345E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.473210E+00,1.690788E+04,2.243684E+04,4.336808E-01,5.402715E+02,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.379650E+00,1.586323E+04,2.162469E+04,4.887304E-01,2.855037E+02,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,1.817820E+00,2.078031E+04,2.695967E+04,5.401747E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
06:50:00,2.466931E-01,0.000000E+00,2.567737E+00,2.957064E+04,3.779447E+04,5.157199E-01,2.151996E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.466351E+00,1.684740E+04,2.224350E+04,5.761651E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.371611E+00,1.578957E+04,2.140305E+04,6.541392E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,1.810509E+00,2.071568E+04,2.670354E+04,6.979820E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
07:00:00,2.466931E-01,0.000000E+00,2.562418E+00,2.954176E+04,3.767638E+04,5.722187E-01,1.860270E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.459986E+00,1.679244E+04,2.207365E+04,6.701303E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.364079E+00,1.572158E+04,2.120640E+04,7.644440E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,1.803948E+00,2.065946E+04,2.649111E+04,8.170533E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
07:10:00,2.466931E-01,0.000000E+00,2.780233E+00,3.204766E+04,4.030343E+04,6.332653E-01,1.511106E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.762487E+00,2.020881E+04,2.581609E+04,7.692373E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.665649E+00,1.912753E+04,2.501792E+04,8.807854E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,2.141476E+00,2.446902E+04,3.075703E+04,9.421955E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
07:20:00,2.466931E-01,0.000000E+00,3.008447E+00,3.466960E+04,4.343722E+04,5.558403E-01,1.920571E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,2.079109E+00,2.378270E+04,3.035523E+04,6.384515E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,1.981254E+00,2.269002E+04,2.954059E+04,7.258393E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,2.497104E+00,2.848048E+04,3.577731E+04,7.706292E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
07:30:00,2.466931E-01,0.000000E+00,3.247365E+00,3.741097E+04,4.703493E+04,6.171608E-01,1.557677E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,2.408437E+00,2.749828E+04,3.560505E+04,7.383528E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,2.309581E+00,2.639437E+04,3.472729E+04,8.428638E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,2.869823E+00,3.268254E+04,4.147955E+04,8.932119E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
07:40:00,2.466931E-01,0.000000E+00,3.497496E+00,4.027734E+04,5.090658E+04,6.184339E-01,1.549079E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,2.751219E+00,3.136378E+04,4.123861E+04,7.443993E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,2.651320E+00,3.024816E+04,4.030081E+04,8.482230E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,3.260752E+00,3.708757E+04,4.758536E+04,8.675292E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
07:50:00,2.466931E-01,0.000000E+00,3.757321E+00,4.325171E+04,5.488292E+04,5.904704E-01,1.714903E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,3.105683E+00,3.535929E+04,4.697947E+04,7.009840E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,3.004744E+00,3.423204E+04,4.600818E+04,7.990676E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,3.668683E+00,4.168199E+04,5.385441E+04,8.306525E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
08:00:00,2.466931E-01,0.000000E+00,4.026487E+00,4.633011E+04,5.890236E+04,5.948580E-01,1.689308E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,3.471353E+00,3.947950E+04,5.273133E+04,7.060587E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,3.369399E+00,3.834088E+04,5.175313E+04,8.047273E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,4.093594E+00,4.646551E+04,6.020386E+04,8.319184E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
08:10:00,2.466931E-01,0.000000E+00,4.253116E+00,4.894225E+04,6.201200E+04,5.945983E-01,1.690828E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,3.645189E+00,4.146248E+04,5.544450E+04,7.057908E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,3.541942E+00,4.030947E+04,5.443804E+04,8.041009E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,4.412345E+00,5.006858E+04,6.458416E+04,8.266132E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
08:20:00,2.466931E-01,0.000000E+00,4.505441E+00,5.184117E+04,6.548360E+04,5.937623E-01,1.695713E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,3.837812E+00,4.365518E+04,5.824067E+04,7.041279E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,3.733109E+00,4.248600E+04,5.720848E+04,8.020523E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,4.768845E+00,5.409306E+04,6.913827E+04,8.222787E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
08:30:00,2.466931E-01,0.000000E+00,4.758204E+00,5.474494E+04,6.902290E+04,5.930730E-01,1.699738E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.029649E+00,4.583913E+04,6.097258E+04,7.027497E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,3.923967E+00,4.465912E+04,5.992072E+04,8.003470E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,5.134014E+00,5.821431E+04,7.367466E+04,8.187724E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
08:40:00,2.466931E-01,0.000000E+00,5.012192E+00,5.766242E+04,7.256901E+04,5.924949E-01,1.703110E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.221370E+00,4.802194E+04,6.367525E+04,7.015869E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.114696E+00,4.683092E+04,6.260518E+04,7.989009E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,5.506496E+00,6.241735E+04,7.830323E+04,8.158830E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
08:50:00,2.466931E-01,0.000000E+00,5.266765E+00,6.058645E+04,7.606460E+04,5.920057E-01,1.705960E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.412537E+00,5.019873E+04,6.633765E+04,7.005961E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.304963E+00,4.899770E+04,6.525315E+04,7.976621E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,5.884160E+00,6.667845E+04,8.302705E+04,8.134859E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
09:00:00,2.466931E-01,0.000000E+00,5.521607E+00,6.351351E+04,7.950332E+04,5.915841E-01,1.708415E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.602915E+00,5.236682E+04,6.896014E+04,6.997342E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.494628E+00,5.115786E+04,6.786602E+04,7.965779E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,6.265473E+00,7.098042E+04,8.781744E+04,8.114534E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
09:10:00,2.466931E-01,0.000000E+00,5.652090E+00,6.504354E+04,8.125549E+04,5.912173E-01,1.710550E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.674280E+00,5.320192E+04,6.988814E+04,6.989774E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.565795E+00,5.199075E+04,6.878500E+04,7.956199E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,6.417029E+00,7.271289E+04,8.963714E+04,8.097177E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
09:20:00,2.466931E-01,0.000000E+00,5.775005E+00,6.648919E+04,8.379537E+04,5.908954E-01,1.712423E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.737808E+00,5.394982E+04,7.069592E+04,6.983076E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.629487E+00,5.274050E+04,6.958953E+04,7.947667E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,6.547740E+00,7.421318E+04,9.119455E+04,8.082302E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
09:30:00,2.466931E-01,0.000000E+00,5.895393E+00,6.790646E+04,8.647301E+04,5.906056E-01,1.714108E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.798424E+00,5.466533E+04,7.145890E+04,6.976969E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.690625E+00,5.346184E+04,7.035474E+04,7.939838E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,6.671334E+00,7.563414E+04,9.266310E+04,8.069106E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
09:40:00,2.466931E-01,0.000000E+00,6.011452E+00,6.927510E+04,8.874786E+04,5.903420E-01,1.715640E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.854136E+00,5.532615E+04,7.215321E+04,6.971352E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.747205E+00,5.413237E+04,7.105625E+04,7.932590E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,6.786447E+00,7.696042E+04,9.402527E+04,8.057292E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
09:50:00,2.466931E-01,0.000000E+00,6.124923E+00,7.061459E+04,9.060741E+04,5.901008E-01,1.717041E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.906719E+00,5.595213E+04,7.280508E+04,6.966164E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.800861E+00,5.477032E+04,7.171835E+04,7.925857E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,6.895564E+00,7.821977E+04,9.531450E+04,8.046705E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
10:00:00,2.466931E-01,0.000000E+00,6.236031E+00,7.192754E+04,9.222220E+04,5.898783E-01,1.718334E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.956441E+00,5.654618E+04,7.341947E+04,6.961340E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.851766E+00,5.537760E+04,7.234470E+04,7.919562E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,6.999416E+00,7.942033E+04,9.654090E+04,8.037166E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
10:10:00,2.466931E-01,0.000000E+00,6.269794E+00,7.236840E+04,9.268403E+04,5.896711E-01,1.719537E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.945646E+00,5.646023E+04,7.315367E+04,6.956820E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.842307E+00,5.530656E+04,7.208605E+04,7.913634E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,7.060378E+00,8.013738E+04,9.712480E+04,8.028511E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
10:20:00,2.466931E-01,0.000000E+00,6.299638E+00,7.276563E+04,9.298050E+04,5.894766E-01,1.720666E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.930417E+00,5.632498E+04,7.237550E+04,6.952552E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.828507E+00,5.518727E+04,7.133215E+04,7.908012E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,7.114626E+00,8.077964E+04,9.732359E+04,8.020594E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
10:30:00,2.466931E-01,0.000000E+00,6.327217E+00,7.313792E+04,9.322009E+04,5.892927E-01,1.721733E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.912480E+00,5.615960E+04,7.142839E+04,6.948496E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.812059E+00,5.503851E+04,7.041262E+04,7.902647E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,7.163916E+00,8.136663E+04,9.738925E+04,8.013294E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
10:40:00,2.466931E-01,0.000000E+00,6.352172E+00,7.348137E+04,9.345289E+04,5.891175E-01,1.722749E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.891459E+00,5.595988E+04,7.055661E+04,6.944617E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.792590E+00,5.485613E+04,6.956285E+04,7.897499E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,7.207936E+00,8.189486E+04,9.748470E+04,8.006509E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
10:50:00,2.466931E-01,0.000000E+00,6.374501E+00,7.379584E+04,9.368953E+04,5.889537E-01,1.723699E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.867335E+00,5.572562E+04,6.982266E+04,6.940993E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.770077E+00,5.463983E+04,6.884463E+04,7.892680E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,7.246732E+00,8.236484E+04,9.764467E+04,8.000361E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
11:00:00,2.466931E-01,0.000000E+00,6.394268E+00,7.408188E+04,9.392161E+04,5.887995E-01,1.724594E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.840161E+00,5.545737E+04,6.919114E+04,6.937593E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.744563E+00,5.439010E+04,6.822540E+04,7.888152E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,7.280380E+00,8.277738E+04,9.783755E+04,7.994783E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
11:10:00,2.466931E-01,0.000000E+00,6.423255E+00,7.444911E+04,9.428271E+04,5.886527E-01,1.725445E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.867381E+00,5.578479E+04,6.938797E+04,6.934368E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.773417E+00,5.473575E+04,6.843913E+04,7.883851E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,7.346412E+00,8.353924E+04,9.854826E+04,7.989657E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
11:20:00,2.466931E-01,0.000000E+00,6.449709E+00,7.478804E+04,9.462122E+04,5.885121E-01,1.726260E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.892942E+00,5.609353E+04,6.961292E+04,6.931284E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.800623E+00,5.506286E+04,6.868102E+04,7.879735E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,7.408672E+00,8.425885E+04,9.924291E+04,7.984899E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
11:30:00,2.466931E-01,0.000000E+00,6.473007E+00,7.509174E+04,9.492638E+04,5.883767E-01,1.727044E+03,2.466931E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.915165E+00,5.636495E+04,6.982499E+04,6.928321E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.301569E-01,0.000000E+00,4.824531E+00,5.535308E+04,6.891076E+04,7.875777E-01,0.000000E+00,1.301569E-01,0.000000E+00,0.000000E+00,1.373048E-01,0.000000E+00,7.465507E+00,8.491783E+04,9.988747E+04,7.980446E-01,0.000000E+00,1.373048E-01,0.000000E+00,0.000000E+00
